	FOV
chr1_108559969_108560164_fw	0.10268510897952798
chr1_108660995_108661125_rc	-0.5791279152234892
chr1_108661147_108661629_rc	0.028932561569985027
chr1_108692273_108692915_fw	0.05809922424406655
chr1_108746564_108746829_fw	-0.49797818777439007
chr1_108830583_108830809_rc	0.11375736920430102
chr1_108876916_108877477_fw	0.01585340924659273
chr1_108877554_108877713_fw	-0.0028149269598378712
chr1_108885138_108885346_fw	-0.05738911211685882
chr1_108896866_108897084_fw	0.015846998061817774
chr1_108963360_108963553_rc	0.006928747998390938
chr1_108983278_108983387_rc	0.17851146900681125
chr1_109041846_109042246_rc	-0.4683804479675262
chr1_109075920_109076118_rc	0.33315950095835756
chr1_109090675_109090880_fw	0.23977583786212997
chr1_109213810_109214147_fw	-2.500550286307093
chr1_109249511_109249909_fw	0.07522654781002003
chr1_109283070_109283195_rc	0.26323607243100866
chr1_109306876_109307151_rc	0.016878236676445946
chr1_109324895_109325078_rc	0.09754199712588862
chr1_109392604_109393357_rc	0.1548059036953554
chr1_109397342_109398123_rc	-0.18802452589893637
chr1_109426302_109426476_rc	0.44119767961383427
chr1_109466337_109466988_fw	0.07836428588869648
chr1_109483784_109484077_fw	-0.31091566782344104
chr1_109494023_109494187_fw	0.18507307451868893
chr1_109509392_109509803_rc	0.17844458621559822
chr1_109548536_109548833_fw	-0.5191571491636631
chr1_10957167_10957324_rc	0.07479946073219768
chr1_109619801_109620082_fw	0.13239382241359443
chr1_109655982_109656425_fw	-0.5704393685743967
chr1_109667873_109668169_fw	-0.3718406909605234
chr1_109687708_109687916_fw	-0.00013042460556134117
chr1_109712219_109712294_fw	0.11924239293208105
chr1_109740122_109740456_rc	-0.36212295222691426
chr1_109984678_109985170_fw	0.19035090968616575
chr1_110003901_110004449_fw	0.13132354230427912
chr1_110034535_110034812_fw	-0.4173935616503499
chr1_110082603_110082756_fw	-0.02599253241391941
chr1_110210074_110210391_fw	0.07465981546269851
chr1_110210418_110210600_fw	0.08902891071850028
chr1_110338680_110338902_rc	0.09432981607492097
chr1_110339812_110340194_fw	0.12178580577314235
chr1_110390977_110391082_rc	0.008521048824113642
chr1_110407723_110407920_fw	0.02475488585026997
chr1_110451115_110451209_fw	0.0036619103513528817
chr1_11059757_11060101_rc	0.09833815360169662
chr1_11060122_11060378_fw	-0.0976059250138046
chr1_110873063_110873243_fw	0.3864177733265287
chr1_110963623_110964155_rc	-0.09027187795357294
chr1_11099720_11099934_rc	0.07285723332799221
chr1_111200562_111200727_rc	-0.057377055243653
chr1_111204291_111204620_rc	0.027113913403772005
chr1_111227594_111227751_fw	0.11836836412916263
chr1_111346551_111346668_fw	0.1490837571646978
chr1_111449014_111449384_rc	0.03441325744185941
chr1_111449181_111449719_fw	0.12850805208115768
chr1_111473751_111474026_fw	-0.327535620181173
chr1_111488728_111488916_rc	0.010897482181646545
chr1_111503466_111503762_rc	0.14053816357768145
chr1_1116052_1116122_rc	-0.09408024205020737
chr1_111619685_111620044_fw	-0.7170400384619999
chr1_111739216_111739403_rc	0.11687781188690682
chr1_111739826_111740024_fw	-0.3744245633232597
chr1_111755562_111755825_fw	-0.0547167745171977
chr1_111755864_111755985_fw	0.2176808207831088
chr1_11189241_11189555_fw	0.008578077625450264
chr1_111989106_111989243_rc	0.07458602660967584
chr1_111989508_111990202_rc	0.05097902961447687
chr1_112146371_112146472_rc	0.15246211164333678
chr1_112360368_112360713_rc	-0.44422924147351117
chr1_112396082_112396310_fw	0.5047338680710676
chr1_112396399_112396582_fw	0.10865046984504312
chr1_112618767_112619172_rc	-0.5486913565412921
chr1_112619056_112619267_fw	0.43973945831772254
chr1_112619565_112619883_fw	0.11684882044160705
chr1_112619595_112619880_rc	0.08655204060444177
chr1_11262449_11262560_rc	0.43613088484511076
chr1_112674413_112674561_fw	0.17774770401650453
chr1_112674613_112674766_fw	0.35921185511217113
chr1_112674791_112675046_fw	0.36598631694954487
chr1_112700108_112700256_fw	-0.04330218022101229
chr1_112705035_112705168_rc	0.27524690285542885
chr1_112706827_112707214_rc	0.42662381030144125
chr1_112707250_112707469_rc	0.3227505968818799
chr1_112715120_112715494_rc	-0.06726828674488905
chr1_11273114_11273586_fw	0.3857963196055869
chr1_112808187_112808349_fw	0.10083222961583427
chr1_112956002_112956503_rc	0.07169042591267927
chr1_112956249_112956957_fw	0.014203053494228235
chr1_113073150_113073313_fw	0.4312678988231422
chr1_113390423_113390567_fw	0.29666112569263126
chr1_113759319_113759593_rc	0.05650764271919473
chr1_113811709_113812515_rc	-0.2781645389382239
chr1_113904741_113904946_rc	0.10605063566812123
chr1_113929131_113929439_fw	0.09502040371943798
chr1_113929557_113929949_fw	0.24639851650450795
chr1_113940379_113940800_fw	0.036972805134235065
chr1_113979359_113979522_fw	0.23584080964014853
chr1_113983576_113983690_fw	0.14231385120361972
chr1_114097823_114098030_rc	0.04579537603671002
chr1_114104139_114104293_rc	0.2963114785998886
chr1_114510721_114511321_rc	0.022435902512362382
chr1_114581302_114581791_rc	0.3398067609036577
chr1_114669967_114670140_rc	-0.10972923394692713
chr1_114670351_114670578_rc	0.2272983829046411
chr1_114695448_114695668_rc	0.21208176400315704
chr1_114716657_114716842_rc	0.23657019163253568
chr1_114750880_114751047_rc	0.13063457979349524
chr1_114756777_114757282_rc	0.0591168472189294
chr1_114757831_114758199_rc	-0.06717238246159507
chr1_114780299_114780752_rc	0.3879131977896533
chr1_115089412_115089569_rc	0.13939510915449416
chr1_115179838_115179996_fw	0.1370659440941122
chr1_115282965_115283136_fw	0.14863315654906006
chr1_115338195_115338295_rc	0.062180265532532863
chr1_115641877_115642084_fw	-0.13491646862703677
chr1_115768307_115768921_rc	0.056085130419913365
chr1_115976289_115976713_fw	0.10378254191498737
chr1_115976785_115976873_rc	-0.1631487537188423
chr1_116372715_116372921_fw	0.044910784494970435
chr1_116373105_116373673_fw	0.09019791124577803
chr1_116418508_116418654_rc	-0.617161518458273
chr1_11654327_11654492_rc	0.11890541821564615
chr1_11654821_11654938_fw	-0.04051357440115022
chr1_116570902_116571140_rc	0.00941986632715286
chr1_11664041_11664427_fw	-0.02858063285071344
chr1_116667607_116667828_rc	0.04685757526655576
chr1_116754367_116754497_fw	0.17023548099836427
chr1_11680877_11681283_rc	-0.20151657471995787
chr1_116909859_116910230_fw	0.22489572966344173
chr1_117060253_117060374_fw	-0.27293404808020494
chr1_117098505_117098704_fw	0.10440429376294225
chr1_117121517_117121929_rc	-0.032100031375588145
chr1_117366670_117367765_fw	-0.2080657963002519
chr1_117367252_117367440_rc	-0.03205305501151323
chr1_117605988_117606124_fw	-0.17988954273634428
chr1_117682535_117682591_rc	0.21087323948083758
chr1_117686286_117686337_fw	0.05769602278030783
chr1_117820862_117821228_rc	0.09775622412501128
chr1_117821653_117821801_rc	0.210685572774163
chr1_11787666_11788004_fw	0.039880887675454946
chr1_117929463_117929701_rc	-0.31640414475999923
chr1_117929655_117929923_fw	-0.2843552044408679
chr1_117939476_117939572_fw	0.16900797528065625
chr1_11803428_11803681_rc	0.27354464694161407
chr1_11805454_11805579_rc	0.15124944127042372
chr1_118249838_118249963_fw	-0.005795662564313853
chr1_118250016_118250230_fw	0.05463494764264909
chr1_11847776_11847799_rc	0.06268232348824532
chr1_11848289_11848459_rc	0.01386269602943635
chr1_11880102_11880240_rc	0.12251027880832233
chr1_118944498_118944813_rc	-0.09900247859160727
chr1_118983623_118983925_rc	-0.020939954764938484
chr1_118987495_118988448_rc	0.15123747764593387
chr1_118989384_118989566_rc	0.14820616539836473
chr1_119001334_119001425_rc	0.056194897372267905
chr1_11908148_11908269_fw	0.14374541889078196
chr1_11909901_11909930_rc	-0.011763923163314649
chr1_119140372_119140564_fw	-0.6186231639400122
chr1_119140538_119140707_rc	0.3176879384286263
chr1_11926285_11926515_rc	-0.40655929847730166
chr1_11934525_11934854_fw	0.3186122197110338
chr1_119648071_119648311_rc	0.002077272967676569
chr1_119711841_119712013_fw	0.14272061061243613
chr1_119742656_119742855_fw	0.04321934779676029
chr1_119768786_119769093_rc	0.05592311104637282
chr1_11980132_11980534_fw	0.35266806793388716
chr1_11991163_11991356_fw	0.13034584002631822
chr1_120069579_120069722_rc	0.28742803772589276
chr1_120176188_120176646_rc	0.3454682967480168
chr1_12019380_12019614_fw	-0.04156040021934948
chr1_120232944_120233118_fw	-0.008037525486011887
chr1_120277642_120277779_fw	0.005768083025589843
chr1_120341811_120341886_rc	0.1889154103605093
chr1_120341977_120342080_rc	0.20860413895884433
chr1_120354982_120354993_fw	0.12788253067998623
chr1_120571117_120571124_fw	-0.03388686373752359
chr1_120620627_120620748_rc	0.03335203398621056
chr1_120665294_120665438_rc	0.12238625110301737
chr1_120701329_120701405_rc	0.006909856598656838
chr1_120723846_120724019_fw	0.0870080206086693
chr1_120850898_120850988_rc	0.07158323702702063
chr1_121184925_121185091_fw	0.08101046198162676
chr1_12125799_12126015_fw	0.07770745916421684
chr1_1212966_1213099_rc	0.04375658333311716
chr1_1214027_1214186_rc	-0.26687774229679606
chr1_12166904_12167172_fw	0.04449515343079513
chr1_1218758_1219062_rc	0.13997206424024
chr1_12229907_12230163_fw	0.11892920318294287
chr1_1231844_1232002_rc	-0.13910508860136295
chr1_12342725_12343041_fw	0.007315713581866667
chr1_12464839_12465124_fw	-0.18504807730521633
chr1_12616591_12616828_rc	-0.35520098862730665
chr1_12617154_12617857_rc	-0.2495315271171561
chr1_12617877_12619200_rc	-0.4023543577600077
chr1_12619852_12619995_rc	0.017941649892576295
chr1_1273977_1274133_fw	-0.11334495882250128
chr1_12746185_12746372_fw	0.09842559279506646
chr1_1307767_1308264_rc	-0.46596727076181055
chr1_1308520_1308834_fw	0.0008983396650031894
chr1_1324577_1324750_rc	-0.043401467203229016
chr1_1324709_1325103_fw	-0.139480929012896
chr1_1348076_1348220_fw	0.02310567381981876
chr1_13487647_13487854_fw	0.2562983546535824
chr1_1348891_1349497_rc	0.14605342782720998
chr1_13512969_13513813_rc	0.05901228641116463
chr1_13513839_13514233_rc	-0.0290052083745187
chr1_13583615_13584133_fw	-0.1991047997832054
chr1_13584155_13584382_fw	-0.08347063110481012
chr1_1358457_1358654_rc	-0.032872985275947286
chr1_13700169_13700298_fw	-0.2392107402411081
chr1_1374651_1375543_rc	0.3301513026857289
chr1_13749325_13750090_fw	-0.2210257085713867
chr1_1399103_1399314_rc	-0.6927385952096212
chr1_1407061_1407362_rc	0.5976768631880278
chr1_1420075_1420347_rc	-0.03986491220687638
chr1_14304348_14304512_rc	-0.012716914032535165
chr1_1435629_1435829_fw	-0.016914473622614112
chr1_143904645_143904700_rc	0.0642639916297838
chr1_144412572_144412770_fw	0.07964420709607833
chr1_144461584_144461715_rc	0.37532539376153295
chr1_144546496_144546549_rc	0.04790058386413509
chr1_144560772_144560832_rc	0.12652323896265594
chr1_145281094_145281256_fw	0.04809521940547179
chr1_145425499_145425672_rc	-0.15565933939944365
chr1_145607935_145608136_fw	-0.8510311068496446
chr1_145784538_145784680_rc	0.28313242399228367
chr1_145788907_145788968_rc	0.12829484883942777
chr1_145823771_145824207_rc	0.22390640041285592
chr1_145823944_145824373_fw	0.12582618604512674
chr1_145845591_145845752_fw	-0.007521755304181754
chr1_145858887_145859122_rc	0.11393261382131581
chr1_145859667_145859919_rc	0.03469022260574606
chr1_145871986_145872451_rc	0.0958775624189857
chr1_145872473_145872966_rc	-0.11314919433923243
chr1_145892281_145892400_fw	0.14757107856849394
chr1_145909963_145910226_rc	-0.05660630698180369
chr1_145918586_145918723_rc	0.25161210284070923
chr1_145926988_145927243_rc	-0.16604868180870258
chr1_145927322_145927572_rc	0.23402700239312269
chr1_145928930_145928993_rc	0.18256737704382897
chr1_145936907_145937000_rc	0.0670297843017027
chr1_145956933_145957193_fw	-0.03927799156878353
chr1_145957453_145957733_fw	-0.024662710992671144
chr1_145957588_145958105_rc	-0.2365759092363391
chr1_145958142_145958439_fw	-0.42656300982171813
chr1_145960464_145960842_fw	-0.2067576182701545
chr1_145962437_145962665_rc	-0.13549172947772115
chr1_145964441_145964631_rc	0.053343636319057586
chr1_145964497_145964768_fw	0.1732486284390844
chr1_145979672_145979777_fw	0.00771521545938092
chr1_145995866_145996789_rc	0.04811219939290168
chr1_145996745_145996938_fw	0.05516875482835337
chr1_145997929_145998011_rc	-0.046149414980557024
chr1_145998215_145998352_rc	0.27742560341
chr1_145999781_146000018_fw	0.04632300769921671
chr1_146021585_146021841_rc	0.24479544081046034
chr1_146052224_146052248_rc	0.13974261294684254
chr1_146228927_146229041_rc	0.035830216546906324
chr1_146387198_146387314_fw	-0.1316261233410756
chr1_146387441_146387463_fw	0.07685296895269422
chr1_146472543_146472625_fw	0.16444779024045508
chr1_146938290_146938513_fw	0.03225395133477227
chr1_147171988_147172697_rc	0.05561709390175018
chr1_147172503_147173074_fw	-0.7244244448381194
chr1_1471731_1471885_fw	-0.25477356089907843
chr1_147225260_147225440_rc	0.4689605257407502
chr1_147242595_147242833_fw	-0.10987153617552603
chr1_147242958_147243394_rc	0.2488710600316747
chr1_147541177_147541713_fw	0.20660309258052556
chr1_147599974_147600336_fw	0.015498330211747291
chr1_147612595_147612734_fw	0.19656038232003714
chr1_147670132_147670329_rc	0.1650979835349793
chr1_147773296_147773461_rc	0.1658110090538416
chr1_147773495_147773831_rc	0.29253363222114015
chr1_1477838_1477868_fw	0.07442260583564841
chr1_147928336_147928539_fw	-0.3841165580499737
chr1_148152130_148152353_rc	0.009572240966080225
chr1_148263474_148263483_fw	0.0982661959133535
chr1_148334741_148334768_rc	-0.005402861767378031
chr1_148522596_148522618_fw	0.00042635730197082555
chr1_148679707_148679803_rc	0.039445411750935966
chr1_148844719_148844792_fw	0.05667538302675579
chr1_148889503_148889668_fw	0.20698247140790083
chr1_148952067_148952146_fw	0.09097744444178302
chr1_148952329_148952433_fw	-0.322600705218443
chr1_148952546_148952618_fw	-0.11434190413260681
chr1_149007220_149007296_fw	-0.023936459885951722
chr1_149103445_149103615_rc	0.21722083163683903
chr1_149162938_149162945_rc	0.07742415148854198
chr1_149175862_149176095_fw	0.19962858144139572
chr1_149228670_149228756_rc	-0.22150351158981985
chr1_149240592_149240767_rc	0.007661079386369396
chr1_14924084_14924274_fw	0.20584766176460612
chr1_149285689_149285829_rc	0.08081104645161308
chr1_14929763_14929870_fw	-0.16445052364772517
chr1_149390573_149390705_fw	0.1740410459071574
chr1_149636753_149636766_fw	-0.021662160953071163
chr1_149812204_149812317_rc	0.09190760232907891
chr1_149887082_149887147_fw	0.17716759320077446
chr1_149887562_149887695_fw	0.004594428616046753
chr1_149887706_149887965_rc	0.19614543469115064
chr1_149899527_149899713_fw	0.4979887387839629
chr1_149917808_149917894_rc	0.10452584029917422
chr1_149927713_149927842_rc	0.35964526707119626
chr1_149936819_149936909_rc	0.26019708328648217
chr1_150010386_150010845_rc	-0.42979175289979277
chr1_150067536_150067778_rc	-0.011545673436191395
chr1_150067540_150067948_fw	-0.1893848461988985
chr1_150149814_150150310_fw	-0.28927276220768605
chr1_150234628_150234705_rc	-0.11432748432409601
chr1_150235732_150236234_rc	-0.38864172909822314
chr1_150257797_150257951_fw	0.16028909820988047
chr1_150258025_150258163_fw	0.09698710401164456
chr1_150268288_150268419_rc	0.22901415732805575
chr1_150268378_150268685_fw	0.13685304812830634
chr1_150268664_150269095_rc	0.324321081634531
chr1_150272644_150272833_fw	0.19484157159354265
chr1_150282526_150282654_fw	0.1571064104555846
chr1_150293777_150293961_fw	0.10979303040883348
chr1_150321442_150321691_fw	-0.45217824523805916
chr1_150364077_150364242_fw	0.2672195304685757
chr1_150364487_150364917_fw	0.0683526181049936
chr1_150487350_150487516_fw	-0.006200130935022141
chr1_150507985_150508277_fw	0.2827277577482966
chr1_150532274_150532534_fw	0.11124826827852285
chr1_150548925_150549554_fw	0.0850185402499185
chr1_150549666_150549898_fw	0.1372620761990181
chr1_150552507_150552626_fw	0.24782597066516787
chr1_1505624_1505714_fw	0.2112627747921395
chr1_150578216_150578789_rc	0.17625260969555911
chr1_150578698_150578870_fw	0.1680383942259881
chr1_150578811_150579866_rc	-0.1570296308480139
chr1_150629043_150629248_rc	-0.16536536781447553
chr1_150629399_150629688_rc	0.6074495553454061
chr1_150696991_150697349_rc	0.13840507462714802
chr1_150765698_150765928_rc	0.18262639122460889
chr1_150808214_150808478_rc	0.24704166006243655
chr1_150876542_150876792_rc	-0.07065343645231081
chr1_1508961_1509046_fw	0.21562601251906088
chr1_150926187_150926543_fw	0.6328131495366135
chr1_150974333_150975354_rc	0.5076826423780683
chr1_151006311_151007042_rc	-0.08753622040649311
chr1_151008358_151008697_fw	-0.09400618897208624
chr1_151047651_151048052_fw	0.05687288461581319
chr1_151059475_151059715_rc	0.24546573807784478
chr1_151060173_151060553_fw	0.07047827828787134
chr1_151067700_151067732_fw	0.10897014331780253
chr1_151070469_151070688_fw	0.004323697777192104
chr1_151070709_151070941_fw	-0.5110528507876984
chr1_151145050_151145312_rc	0.059933818931003136
chr1_151145566_151146003_rc	0.06047398253578318
chr1_151146261_151146751_rc	0.02902083391835575
chr1_151156619_151156695_fw	0.1303381196568465
chr1_151165080_151166043_rc	-0.19756757722654328
chr1_151165976_151166351_fw	-0.00885553659804783
chr1_151166455_151166544_fw	-0.04050316041256652
chr1_151175899_151176154_rc	0.06800236812305649
chr1_1511847_1512088_rc	0.004688301392979488
chr1_151190005_151190282_rc	0.4328494462586078
chr1_151198479_151199152_fw	-0.3493368547928688
chr1_1512040_1512376_fw	-0.13680038961266594
chr1_151254644_151254929_fw	0.3034872529275875
chr1_151281501_151281647_fw	-0.0729986380982306
chr1_151327270_151327515_rc	-0.00910944337979136
chr1_151327538_151327758_rc	-0.012796618904637569
chr1_151372625_151372768_rc	0.2027060463943533
chr1_151399522_151399820_fw	0.2522958714854522
chr1_151458576_151459258_rc	-0.28553672439862376
chr1_151459424_151459532_rc	-0.0050081624804936276
chr1_15153694_15153819_fw	0.18583006966023718
chr1_151611915_151612512_fw	0.2005484921281473
chr1_151728249_151728393_fw	0.1230662431145565
chr1_151762949_151763713_rc	0.561959006675598
chr1_151790395_151790487_rc	-0.21364552267284975
chr1_151826062_151826207_rc	0.009733627431413039
chr1_151830840_151831075_fw	-0.10916234022223326
chr1_151831432_151831912_rc	-0.3398091760267581
chr1_151909359_151909623_rc	-0.05751163281528804
chr1_151993748_151994227_rc	0.3913695628378634
chr1_152036913_152037118_rc	0.40599602484417463
chr1_152414217_152414290_rc	0.12073533337400699
chr1_152514444_152514490_fw	-0.04806136772120517
chr1_152908541_152908551_fw	0.03179741137158398
chr1_152984021_152984125_fw	0.0018096383472968602
chr1_153001657_153001779_fw	0.035254831682274834
chr1_153031106_153031248_fw	0.07483696410956764
chr1_153041086_153041130_rc	0.12336000983655004
chr1_153057462_153057515_rc	0.07436470342364099
chr1_153094483_153094548_rc	0.10460188371969381
chr1_153113473_153113619_rc	0.1412207464549745
chr1_153141425_153141551_rc	0.15470109148512412
chr1_153357708_153357936_fw	0.31400680840335093
chr1_153358166_153358433_fw	-0.1031769815081287
chr1_153375551_153375672_rc	0.043858636566109666
chr1_153460625_153460672_rc	0.11818383499674834
chr1_153535198_153535461_rc	0.11522866438415102
chr1_153535773_153536477_rc	0.0378351448947718
chr1_153544653_153545145_rc	0.16608704196811186
chr1_153545501_153545885_rc	0.18628557372957555
chr1_153549181_153549464_rc	0.34601987839566417
chr1_153565505_153565642_rc	0.11569608941725784
chr1_153607998_153608213_rc	0.07535865901643224
chr1_153608713_153609103_rc	0.3366118051514131
chr1_153609227_153609405_rc	0.10858925886465243
chr1_153612939_153613217_rc	0.19420538106879137
chr1_153616234_153616407_rc	0.1362483768431193
chr1_153626867_153627429_rc	0.07072113328563312
chr1_153627479_153627690_rc	-0.026648839355283283
chr1_153627714_153627835_rc	-0.1408270317061131
chr1_153628121_153628360_rc	-0.35204008099551287
chr1_153628201_153628497_fw	-0.1087868755043846
chr1_153629129_153629402_rc	0.14712518925483564
chr1_153630186_153630357_fw	0.007584993857724265
chr1_153633940_153634343_fw	-0.1840691573141624
chr1_153634310_153634462_rc	0.11822707756357775
chr1_153670896_153671075_rc	0.36742095791230045
chr1_153678566_153678990_fw	0.418973143914079
chr1_153728045_153728212_fw	-0.07301366485056615
chr1_153728258_153728784_fw	0.15248206140455778
chr1_153750833_153751100_fw	0.017099746339533706
chr1_153775247_153775491_fw	0.45009604552180904
chr1_153922702_153922886_rc	0.11171572198412794
chr1_153922906_153922999_rc	0.11606172117035063
chr1_153945168_153945269_rc	0.20676938242033338
chr1_153945941_153946229_fw	-0.03849432807688413
chr1_153946315_153946751_rc	-0.21911874424254907
chr1_153958336_153958775_rc	0.2327552206239848
chr1_153963476_153963651_rc	0.21321280038285673
chr1_153963637_153963800_fw	0.15343558674335112
chr1_153967299_153967334_rc	0.05150811717585402
chr1_153967359_153967599_fw	-0.10016766051435733
chr1_153967811_153967993_fw	-0.1735180350768737
chr1_153977166_153977742_rc	-0.3495604086306583
chr1_153977719_153977761_fw	0.13081313074466983
chr1_153986245_153986413_rc	0.3467154286776917
chr1_153990725_153991054_fw	0.4065095329598105
chr1_1540303_1540687_rc	0.30595917378196946
chr1_15409853_15410298_fw	0.2531859632080472
chr1_154183125_154183413_rc	0.20057326282588483
chr1_154191888_154192290_rc	-0.13124211807648734
chr1_154194336_154194339_rc	-0.010871976243878478
chr1_154220333_154220547_rc	0.48549740013063125
chr1_154220996_154221431_fw	-0.0036834184759508837
chr1_154221391_154221394_rc	0.014243853635314663
chr1_154272348_154272782_fw	-0.4213670091045265
chr1_154325486_154325702_fw	0.3023897516713189
chr1_1543867_1543987_rc	0.02136005153593723
chr1_154405270_154405822_fw	-0.07308419135048427
chr1_154405797_154406240_rc	0.03887766423057104
chr1_154406389_154406684_rc	0.2226979758010077
chr1_154418306_154418421_fw	0.10529759113695958
chr1_154427854_154427927_fw	0.16435473221796348
chr1_154434489_154434700_fw	0.11968315991742651
chr1_154501435_154502497_rc	0.16356698185072005
chr1_154601932_154602248_rc	0.1388492724594561
chr1_154607992_154608333_rc	-0.6584812050851869
chr1_154627863_154628022_rc	0.31899896936664396
chr1_154859741_154859876_rc	0.05772866990693526
chr1_154867952_154868118_rc	0.057989486474237295
chr1_154868068_154868231_fw	0.22707497544217659
chr1_154869287_154869568_rc	0.08420203181956898
chr1_154869985_154870409_rc	-0.29090494482322926
chr1_154936598_154937018_rc	-0.26098805683076365
chr1_154944341_154944543_rc	0.1616066844078673
chr1_154956068_154956191_rc	-0.2304112233351303
chr1_154956256_154956511_rc	-0.08631682480221436
chr1_154961378_154961814_rc	-0.0568939342789494
chr1_154961460_154961618_fw	-0.29718231662956396
chr1_154961744_154961913_fw	0.2046796201073866
chr1_154961994_154962111_fw	-0.015177528794571238
chr1_154970602_154970811_rc	-0.048532984083923036
chr1_154974250_154974376_rc	0.48932306799656944
chr1_154983292_154983414_fw	0.6604714471935225
chr1_155002197_155002943_fw	-0.4143166449591711
chr1_155003850_155004043_fw	0.09696702096443677
chr1_155008546_155008989_fw	-0.026172374596667547
chr1_155051201_155051466_fw	0.17375526390959672
chr1_155063686_155063785_fw	0.2740611722247275
chr1_155078818_155078915_fw	0.12463999419799432
chr1_155084911_155085105_fw	0.2082861100944715
chr1_155127359_155127565_fw	0.05304415225232839
chr1_155127773_155128067_fw	0.06088559418079664
chr1_155130044_155130289_fw	0.08766894669333003
chr1_155135211_155135518_fw	-0.0338518971109627
chr1_155135756_155136052_fw	0.3932347714284137
chr1_155140446_155140620_rc	-0.6662646905468748
chr1_155172737_155173387_rc	0.001110773006955279
chr1_155192860_155193005_rc	0.07916409572957028
chr1_155193053_155193163_rc	0.12915422733573345
chr1_155193221_155193437_rc	0.0751079461877534
chr1_155207875_155207945_rc	0.26581444991547243
chr1_155208673_155208996_fw	0.0977630801583208
chr1_155208981_155209237_rc	-0.22013728064721882
chr1_155209170_155209326_fw	0.23272237717479316
chr1_15524098_15524460_rc	-0.21060067427617168
chr1_155241178_155241295_rc	0.1625207550791562
chr1_155244524_155244744_rc	0.3849426933786775
chr1_15524638_15524941_rc	-0.1686227302413703
chr1_155255273_155255535_rc	-0.49230193470743155
chr1_155262086_155262451_rc	0.1611015814807495
chr1_15526833_15526950_fw	0.024181902652309684
chr1_155273176_155273561_rc	0.019296793891672492
chr1_155308683_155309074_fw	-0.21738887263473838
chr1_155309637_155309964_fw	0.14727182624299162
chr1_155320838_155320983_fw	0.2930901445141336
chr1_155324397_155324653_fw	0.06892564508046284
chr1_155561973_155562053_fw	0.04329950056819243
chr1_155562218_155562540_rc	0.2797594079339569
chr1_155562560_155562958_rc	-0.13772290835888645
chr1_155562923_155562987_fw	-0.11650362566317862
chr1_155687847_155687971_fw	0.07660976463288438
chr1_155688071_155688679_rc	0.007335216479583684
chr1_155689108_155689250_fw	0.2281554097967199
chr1_15584754_15585110_rc	0.02246646430275756
chr1_155857147_155857314_rc	0.49127952675655684
chr1_155859304_155859461_rc	-0.16644743667055661
chr1_155859380_155859790_fw	0.19865592454117287
chr1_155911142_155911476_rc	-0.3030335254051606
chr1_155934306_155934497_rc	0.11240903459911578
chr1_155969240_155969544_rc	0.007683017389864544
chr1_155978096_155978264_rc	0.1924935430760083
chr1_155978368_155978627_rc	0.18279636315144554
chr1_155978914_155979239_rc	0.19196214271241574
chr1_155979550_155979744_rc	0.23307359144261564
chr1_155983348_155983647_rc	0.30093389374316126
chr1_156020731_156020995_rc	0.20801660867851668
chr1_15603527_15603635_rc	0.11159848907468506
chr1_15604522_15604573_fw	0.38861027322029273
